niche,rating,review_count,website_missing,has_phone,has_description,name_token_count,address_completeness,proxy_score,worth_outreach,label_source
local service business,4.0,29,1,0,1,6,0.7362822836426491,4.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
fitness,4.56,39,0,1,0,5,0.8124710087496322,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,5.0,38,0,1,0,5,0.8543305927712402,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
fitness,3.96,24,0,1,0,6,0.9330751384827971,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,3.92,4,0,1,1,6,0.9525558633385677,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.22,12,0,1,0,4,0.858161051103053,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.69,762,0,0,0,6,0.8273110505518605,1.8,0,proxy:v1-sales-heuristic-2026-09
home services,3.84,15,0,1,0,3,0.9081693070097586,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.8,26,0,1,1,5,0.7521435684062956,3.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.73,117,0,0,0,6,0.798323030964656,0.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.36,59,0,1,1,1,0.9609136342519292,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,3.03,8,0,1,0,6,0.9935776703231757,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.48,51,0,1,0,5,0.5613503325405227,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.98,49,1,1,0,6,0.8907610320819204,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.37,10,1,0,1,5,0.9814545427499737,4.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
health care,3.73,62,1,1,1,1,0.9452851619104218,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.06,20,0,1,0,2,0.8065058561958466,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.16,5,0,1,0,1,0.8186934077658495,3.0,0,proxy:v1-sales-heuristic-2026-09
home services,4.55,40,0,1,0,4,0.854689702842868,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.4,31,0,0,0,3,0.6384583155082698,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,3.69,19,1,0,1,3,0.9478087328620793,5.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.3,23,0,0,0,5,0.31483760095323277,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.1,11,1,1,0,5,0.8764678830473012,5.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.46,47,0,1,0,1,0.4976367688932976,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.47,23,0,0,0,6,0.860627325381812,2.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.35,29,0,1,0,3,0.8458913241132537,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.75,36,1,1,0,5,0.741948936523913,5.8,1,proxy:v1-sales-heuristic-2026-09
automotive,4.42,6,0,1,1,4,0.8414469350399669,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.23,9,0,1,0,3,0.7949537374086293,2.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.1,2,1,1,1,2,0.2212645357113641,6.0,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.69,45,0,0,1,2,0.6705038901573891,2.4,0,proxy:v1-sales-heuristic-2026-09
health care,4.11,6,0,1,0,5,0.8851967007301601,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.84,28,0,1,1,2,0.9777693769100195,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.08,36,0,1,1,2,0.7137822111186849,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.66,47,0,1,0,1,0.7161831081772921,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.88,6,0,1,1,6,0.4624981433832241,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.26,22,0,1,0,3,0.6892231840482199,2.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.94,154,0,1,1,3,0.8059410238717108,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.42,161,0,1,0,3,0.8722314588998745,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,4.44,72,0,1,0,4,0.487432304962682,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.64,35,1,1,1,3,0.8933018160444944,5.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.93,8,1,1,0,4,0.8784121843450686,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.7,54,0,1,1,2,0.8204839532383587,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.64,20,0,1,1,2,0.982119578137496,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.65,45,0,1,0,6,0.8520272488771269,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.11,12,0,0,1,3,0.8819268511263618,2.4,0,proxy:v1-sales-heuristic-2026-09
legal services,3.9,1804,0,1,1,6,0.8691417015686776,1.5,0,proxy:v1-sales-heuristic-2026-09
home services,3.52,29,1,1,0,6,0.8476428470644368,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.91,32,1,1,0,5,0.7359278627656467,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.89,42,0,1,0,4,0.5545140783388608,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.78,12,0,1,0,6,0.382849987068996,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.98,5,0,1,0,1,0.7747663133151128,2.0,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.8,146,0,1,1,3,0.8138276911916559,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
legal services,4.26,379,0,1,1,5,0.7020184195892677,3.0,0,proxy:v1-sales-heuristic-2026-09
legal services,5.0,40,0,0,0,1,0.908696452510629,1.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.24,1809,0,1,0,2,0.5037090381483841,1.5,0,proxy:v1-sales-heuristic-2026-09
automotive,3.99,10,1,0,1,1,0.7964944938418936,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
automotive,4.15,42,1,0,1,3,0.9002913212559217,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
local service business,4.29,107,0,1,0,4,0.8376109540615359,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.39,6,0,1,0,3,0.6195863814624374,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,5.0,21,0,1,0,1,0.8391150733945046,1.7999999999999998,1,proxy:v1-sales-heuristic-2026-09
home services,3.69,30,1,1,0,3,0.6620444953334901,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.62,63,0,1,0,6,0.8752718833941284,2.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.26,16,0,1,0,1,0.8205829670833985,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.29,4,1,1,0,5,0.74582022662212,5.0,1,proxy:v1-sales-heuristic-2026-09
automotive,4.57,48,1,1,0,2,0.7560087247306121,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.85,84,0,1,0,1,0.7987683974252912,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.68,22,0,1,0,1,0.8831625086255498,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.15,38,0,1,1,1,0.7858471889462242,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.2,14,0,1,1,3,0.7783149795790472,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.46,9,1,1,1,3,0.3855344421602007,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.73,75,0,1,1,4,0.9396463577422637,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.89,37,0,0,1,1,0.874640940878327,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,3.54,42,1,1,0,4,0.8980318213235925,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.28,128,0,1,0,5,0.8934873774998382,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.86,7,0,0,0,1,0.9393241515350145,1.8,0,proxy:v1-sales-heuristic-2026-09
local service business,3.89,13,0,1,0,5,0.7110230218550286,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.56,29,0,1,0,1,0.7123962285127001,2.6,0,proxy:v1-sales-heuristic-2026-09
legal services,3.51,13,0,1,0,3,0.5241820273771138,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.65,58,0,1,1,4,0.9416951971903673,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.23,19,0,1,1,6,0.5476511282488907,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.68,8,0,1,1,4,0.7902976835804051,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.83,26,0,1,0,3,0.9121088219580856,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
local service business,3.78,29,0,1,1,6,0.6323433455257208,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.67,68,0,1,1,2,0.5001873081181528,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.72,37,1,1,0,2,0.7912030545833618,6.6,1,proxy:v1-sales-heuristic-2026-09
fitness,5.0,40,0,1,0,3,0.7882382790037847,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.53,34,0,1,0,1,0.7055838831906699,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.88,19,0,1,0,1,0.3003132316729783,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.79,11,1,1,0,3,0.8303194661837259,5.6,1,proxy:v1-sales-heuristic-2026-09
fitness,5.0,33,0,1,0,1,0.8694887910473851,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.48,17,0,1,1,4,0.8423036403689944,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.59,157,1,1,0,4,0.701546342675864,5.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.86,107,1,1,0,3,0.9873212910515266,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.58,49,0,1,1,3,0.8238060662687964,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.73,37,0,1,0,1,0.5183979656668883,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
health care,4.11,22,0,1,0,3,0.7055434900126384,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.17,6,1,1,0,1,0.3936361009582528,6.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.57,19,0,1,0,3,0.7910451635981142,3.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.22,2699,0,1,0,5,0.8179787958324686,-0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.44,31,0,1,1,6,0.7890459340229747,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.7,41,1,1,1,2,0.9834669060646777,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.28,67,0,1,0,2,0.4403819236074009,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.82,11,0,0,0,5,0.5242289634795221,1.6,0,proxy:v1-sales-heuristic-2026-09
local service business,5.0,2560,0,1,0,6,0.7858806411396518,-2.1,0,proxy:v1-sales-heuristic-2026-09
local service business,4.58,121,0,1,0,2,0.7449583514422163,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.31,57,1,1,0,6,0.389826113602868,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.56,15,0,1,1,2,0.9682421229360567,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.78,21,0,1,1,4,0.7480580846761818,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.07,21,0,1,0,2,0.870724660536134,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.7,25,0,1,0,2,0.6074589229115899,2.6,0,proxy:v1-sales-heuristic-2026-09
pets,3.46,41,0,1,1,6,0.924452121215891,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.33,398,0,1,0,3,0.8999140265479574,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.25,30,0,1,0,1,0.6169632545238576,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.53,50,0,1,1,5,0.7434272556551885,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.45,3,1,1,0,1,0.7873993529528746,6.0,1,proxy:v1-sales-heuristic-2026-09
automotive,4.28,14,0,1,0,1,0.6324880713634371,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.46,94,0,1,0,6,0.8816341564940202,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.13,643,0,1,0,3,0.957858704243297,3.0,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.38,0,0,1,0,1,0.6802048654731738,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,3.75,51,0,1,1,6,0.9320937945227472,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.35,202,0,0,0,2,0.8147377453243804,2.4,0,proxy:v1-sales-heuristic-2026-09
fitness,4.52,2,0,1,0,4,0.7127753482232941,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.78,130,0,1,0,2,0.8963575374535442,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.18,1,1,1,0,4,0.7058862874163924,6.0,1,proxy:v1-sales-heuristic-2026-09
local service business,3.81,68,1,1,1,5,0.9208344319367454,5.6,1,proxy:v1-sales-heuristic-2026-09
legal services,3.86,1980,1,1,0,5,0.9737288663834799,4.5,1,proxy:v1-sales-heuristic-2026-09
health care,3.53,1,0,1,1,3,0.9160349424462526,3.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.85,40,0,1,1,4,0.7835084761195973,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.74,87,0,1,0,6,0.9219341695002464,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.45,36,0,1,0,6,0.9520231801803269,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,46,1,1,0,5,0.8443584190118122,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.05,15,0,1,0,3,0.6495466404951908,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,5.0,3,1,1,1,4,0.686363282264744,5.2,1,proxy:v1-sales-heuristic-2026-09
legal services,4.02,52,0,1,1,6,0.6300582906036902,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.29,168,0,1,1,2,0.7055781939507711,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.93,84,0,1,0,5,0.8190008271586667,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.35,2,0,1,0,5,0.8271897215067875,3.0,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.61,4,0,1,1,3,0.869099762858353,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.09,9,0,1,0,6,0.6277608967894238,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,5.0,4,0,1,0,3,0.8877104074797392,2.2,0,proxy:v1-sales-heuristic-2026-09
local service business,4.28,25,0,1,0,6,0.84041793780441,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.3,37,0,1,0,4,0.576046796877421,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.65,5,0,1,1,1,0.636007469458192,3.0,1,proxy:v1-sales-heuristic-2026-09
local service business,4.38,57,0,0,0,5,0.6402694592809585,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.08,47,1,0,0,5,0.8895435261493617,4.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
home services,3.82,13,0,1,1,2,0.9100955690819271,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.72,20,0,1,1,5,0.8699825510198489,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,5.0,2,0,0,0,4,0.7654950708362636,0.0,0,proxy:v1-sales-heuristic-2026-09
fitness,4.01,17,0,1,0,6,0.7621109221998847,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.35,24,0,1,1,2,0.8108000023445444,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.77,29,1,0,0,2,0.8788709107589082,4.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
local service business,4.12,37,0,1,0,1,0.9745556047555566,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.45,32,0,0,1,5,0.8299271954648685,2.4,0,proxy:v1-sales-heuristic-2026-09
health care,4.46,2875,0,1,1,6,0.5794452263033182,1.5,1,proxy:v1-sales-heuristic-2026-09
automotive,4.52,3202,0,0,0,5,0.8469622924640984,0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
fitness,3.8,73,0,1,0,3,0.7284315544428678,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.34,22,0,1,1,6,0.6263378479402073,2.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.67,34,0,1,0,2,0.9739961577955015,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.81,19,0,1,0,5,0.9641900196154705,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.65,12,0,1,0,4,0.6180813076157582,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.5,43,1,0,1,6,0.8994787490689602,4.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
automotive,4.74,13,0,0,1,6,0.6962407093672913,1.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.53,37,0,0,1,3,0.8058552974361622,2.4,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.69,25,0,1,0,1,0.7581680072278184,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.17,17,0,1,0,1,0.8723903506543287,3.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.58,17,0,1,0,5,0.7799819664612316,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.18,14,0,1,1,3,0.785939181999762,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.62,4,0,1,0,1,0.9064634589284281,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.25,37,0,1,0,5,0.7834607146735553,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.49,31,0,1,0,4,0.9793225955584207,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.36,62,0,1,0,1,0.5586685492830271,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.61,13,0,1,0,5,0.7705351750633433,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.33,197,0,1,1,4,0.5679333265861817,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.76,16,0,1,1,6,0.9744776443850166,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.46,9,1,1,0,6,0.8284981352498396,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.53,8,0,0,1,6,0.8555219116051712,2.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.4,3,0,1,1,6,0.6753858171371998,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,3.61,132,0,0,0,5,0.9147044764629277,2.4,1,proxy:v1-sales-heuristic-2026-09
automotive,3.75,110,0,0,1,5,0.8318373135278024,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,3.95,47,0,1,0,4,0.8556660660552614,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.4,9,1,1,0,5,0.8188513091684844,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.37,179,1,1,0,6,0.8638509859999499,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.7,16,1,1,1,1,0.6211504797293602,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.2,18,0,1,0,1,0.9713517016257249,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.5,119,0,1,0,3,0.8395040119523711,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.09,50,1,0,0,2,0.9806787963961738,4.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
local service business,4.73,276,1,1,0,4,0.7306655295115306,4.2,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.43,32,0,1,0,2,0.6541744427892834,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.04,15,0,0,1,5,0.8587233636869888,2.4,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.71,12,0,0,1,6,0.6413945405843035,1.6,0,proxy:v1-sales-heuristic-2026-09
home services,3.92,3,1,1,0,2,0.7401631376665944,6.0,1,proxy:v1-sales-heuristic-2026-09
pets,3.83,18,0,1,0,5,0.7931576518955927,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.79,86,1,0,0,1,0.6974893508371288,4.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.98,47,0,1,1,5,0.9480360183398182,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.76,25,0,0,1,5,0.5849412597479028,0.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.39,8,0,1,0,5,0.8454799266468358,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.96,31,1,1,0,3,0.8361977905767081,6.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.41,74,0,1,1,1,0.2626465285508843,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.33,39,0,1,0,6,0.7542652770243421,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.71,29,1,1,0,1,0.8748895211000653,5.8,1,proxy:v1-sales-heuristic-2026-09
automotive,3.85,10,0,1,1,3,0.9558118920361288,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.17,63,0,1,0,2,0.966374426310782,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.12,0,1,1,1,6,0.6134207998043676,6.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.54,37,0,1,0,4,0.6746197967896845,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.59,414,1,1,1,4,0.8101849667878593,6.0,1,proxy:v1-sales-heuristic-2026-09
automotive,4.71,4,0,1,0,2,0.7779804816402589,2.2,0,proxy:v1-sales-heuristic-2026-09
fitness,4.41,18,0,1,1,5,0.9180801695456309,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.43,24,1,1,0,2,0.8129918644002873,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.81,14,1,1,0,5,0.6789791401277265,5.8,1,proxy:v1-sales-heuristic-2026-09
health care,5.0,76,0,1,0,6,0.6942366511415202,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.7,41,0,1,0,2,0.8626933330585901,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.93,29,1,1,0,5,0.984631737878966,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.2,58,0,0,1,2,0.8632714481819047,1.4,0,proxy:v1-sales-heuristic-2026-09
health care,3.24,24,0,0,0,6,0.41144890331980666,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,3.14,810,1,1,0,6,0.9132580686127253,3.7,1,proxy:v1-sales-heuristic-2026-09
local service business,4.29,28,0,1,0,2,0.34031063246928633,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.82,30,0,1,1,2,0.776353562596091,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.65,3,0,1,1,1,0.7931362097437943,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.12,13,1,1,1,5,0.8611171861827578,5.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.49,86,0,1,1,6,0.8307199485771704,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.35,5,0,0,1,1,0.9879742967236175,1.8,0,proxy:v1-sales-heuristic-2026-09
local service business,3.9,2,0,0,0,5,0.7255340649909825,0.8,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.98,25,0,1,1,5,0.6983803085149728,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.56,110,0,1,1,3,0.90343109967882,2.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.63,25,0,1,1,2,0.692829473279606,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.88,16,0,1,0,4,0.5436527869489429,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,4.45,3,1,1,0,4,0.8898501762322292,6.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.75,40,0,1,1,5,0.8558998137056267,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.56,50,0,1,0,4,0.6150952469852599,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.65,3,0,1,0,1,0.8872500834287962,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,3.52,85,1,1,1,2,0.7368518753720971,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.76,56,0,1,0,3,0.7078913906648755,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.68,85,0,1,0,3,0.951651910734208,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.29,46,0,1,0,3,0.7687735390147402,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.29,50,1,1,0,6,0.6967394665416276,6.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.42,1447,0,1,0,2,0.5578774855813584,1.5,0,proxy:v1-sales-heuristic-2026-09
pets,4.34,727,0,1,0,5,0.7545561932636481,3.0,1,proxy:v1-sales-heuristic-2026-09
legal services,3.69,3,0,1,0,3,0.8025397346340755,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.41,4,0,1,1,6,0.9341154256815255,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.63,10,0,1,0,6,0.6696977564569647,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,4.25,21,0,1,0,5,0.7715356990060985,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.78,37,0,0,1,5,0.914982218211746,1.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.13,35,0,0,0,4,0.6498824440331648,2.4,0,proxy:v1-sales-heuristic-2026-09
pets,3.38,83,1,1,0,4,0.6186323975793593,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.68,86,0,0,1,4,0.6457836239213397,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.95,9,0,1,0,1,0.6868475068702259,3.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.34,31,0,1,0,6,0.8600295700825749,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.79,9,0,1,1,6,0.6005999607342865,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,5.0,19,0,1,0,4,0.6407138832475303,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.67,34,0,1,0,6,0.746167313694938,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,3.96,1043,0,1,0,3,0.7690159441328771,1.5,1,proxy:v1-sales-heuristic-2026-09
automotive,4.21,348,1,1,1,1,0.8762850964996531,6.0,1,proxy:v1-sales-heuristic-2026-09
local service business,3.55,45,0,1,0,6,0.7181309202419466,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.33,12,0,1,0,4,0.9780328429270051,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,5.0,204,0,0,0,6,0.8812596306614076,1.6,1,proxy:v1-sales-heuristic-2026-09
fitness,3.88,16,0,0,1,2,0.9051787050813304,2.4,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.37,28,0,1,0,3,0.5853565801373963,3.6,1,proxy:v1-sales-heuristic-2026-09
